,prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
42,ALVE,2020,0.045,0.408,0.135,0.0,0.588,0.008,4444332
43,ALVE,2021,0.046,0.435,0.126,0.0,0.608,0.009,4444332
44,ALVE,2022,0.062,0.527,0.116,0.0,0.705,0.012,4444332
45,ALVE,2023,0.084,0.584,0.137,0.0,0.805,0.013,4444332
46,ALVE,2024,0.024,0.197,0.049,0.0,0.271,0.006,4444332
47,ALVHEIM,2008,2.269,0.126,0.0,0.0,2.394,0.001,2845712
48,ALVHEIM,2009,4.986,0.436,0.0,0.0,5.422,0.377,2845712
49,ALVHEIM,2010,4.599,0.442,0.0,0.0,5.041,0.34,2845712
50,ALVHEIM,2011,3.863,0.461,0.0,0.0,4.323,0.935,2845712
51,ALVHEIM,2012,4.024,0.626,0.0,0.0,4.65,2.111,2845712
52,ALVHEIM,2013,3.492,0.605,0.0,0.0,4.096,2.772,2845712
53,ALVHEIM,2014,3.16,0.573,0.0,0.0,3.733,3.86,2845712
54,ALVHEIM,2015,2.57,0.393,0.0,0.0,2.963,4.66,2845712
55,ALVHEIM,2016,3.321,0.5,0.0,0.0,3.821,4.44,2845712
56,ALVHEIM,2017,4.198,0.571,0.0,0.0,4.77,5.507,2845712
57,ALVHEIM,2018,3.131,0.509,0.0,0.0,3.64,5.58,2845712
58,ALVHEIM,2019,2.868,0.617,0.0,0.0,3.485,5.713,2845712
59,ALVHEIM,2020,2.395,0.593,0.0,0.0,2.988,6.208,2845712
60,ALVHEIM,2021,2.444,0.584,0.0,0.0,3.028,6.011,2845712
61,ALVHEIM,2022,2.219,0.665,0.0,0.0,2.884,5.891,2845712
62,ALVHEIM,2023,1.481,0.502,0.0,0.0,1.984,4.656,2845712
63,ALVHEIM,2024,0.824,0.248,0.0,0.0,1.072,1.424,2845712
64,ATLA,2012,0.038,0.046,0.0,0.0,0.085,0.0,21106284
65,ATLA,2013,0.072,0.075,0.0,0.0,0.147,0.0,21106284
66,ATLA,2014,0.034,0.234,0.0,0.0,0.267,0.0,21106284
67,ATLA,2015,0.027,0.315,0.0,0.0,0.342,0.0,21106284
68,ATLA,2016,0.022,0.465,0.0,0.0,0.488,0.004,21106284
69,ATLA,2017,0.035,0.069,0.0,0.0,0.104,0.0,21106284
70,ATLA,2018,0.023,0.029,0.0,0.0,0.052,0.001,21106284
71,ATLA,2019,0.012,0.077,0.0,0.0,0.089,0.001,21106284
72,ATLA,2020,0.0,0.069,0.0,0.0,0.069,0.0,21106284
73,ATLA,2021,0.008,0.054,0.0,0.0,0.062,0.001,21106284
74,ATLA,2022,0.004,0.022,0.0,0.0,0.026,0.001,21106284
75,ATLA,2023,0.005,0.026,0.0,0.0,0.031,0.0,21106284
76,BALDER,1991,0.129,0.0,0.0,0.0,0.129,0.0,43562
77,BALDER,1999,0.881,0.0,0.0,0.0,0.881,0.006,43562
78,BALDER,2000,4.018,0.0,0.0,0.0,4.018,1.212,43562
79,BALDER,2001,3.888,0.0,0.0,0.0,3.888,1.579,43562
80,BALDER,2002,3.436,0.0,0.0,0.0,3.436,2.371,43562
81,BALDER,2003,3.949,0.032,0.0,0.0,3.981,2.163,43562
82,BALDER,2004,6.046,0.194,0.0,0.0,6.24,2.627,43562
83,BALDER,2005,6.984,0.254,0.0,0.0,7.239,2.792,43562
84,BALDER,2006,6.352,0.215,0.0,0.0,6.567,3.113,43562
85,BALDER,2007,5.624,0.189,0.0,0.0,5.813,3.437,43562
86,BALDER,2008,4.409,0.14,0.0,0.0,4.549,3.967,43562
87,BALDER,2009,3.313,0.108,0.0,0.0,3.421,4.617,43562
88,BALDER,2010,2.726,0.091,0.0,0.0,2.818,5.213,43562
89,BALDER,2011,2.27,0.061,0.0,0.0,2.332,5.261,43562
90,BALDER,2012,1.857,0.046,0.0,0.0,1.903,4.738,43562
91,BALDER,2013,1.925,0.062,0.0,0.0,1.987,4.686,43562
92,BALDER,2014,2.488,0.07,0.0,0.0,2.557,4.331,43562
93,BALDER,2015,2.556,0.091,0.0,0.0,2.647,4.437,43562
94,BALDER,2016,2.671,0.093,0.0,0.0,2.764,5.034,43562
95,BALDER,2017,2.119,0.061,0.0,0.0,2.18,5.84,43562
96,BALDER,2018,1.619,0.045,0.0,0.0,1.663,5.059,43562
97,BALDER,2019,1.383,0.032,0.0,0.0,1.415,5.227,43562
98,BALDER,2020,1.059,0.004,0.0,0.0,1.063,4.235,43562
99,BALDER,2021,1.171,0.0,0.0,0.0,1.171,4.843,43562
100,BALDER,2022,0.991,0.0,0.0,0.0,0.991,3.821,43562
101,BALDER,2023,1.22,0.0,0.0,0.0,1.22,5.146,43562
102,BALDER,2024,0.532,0.0,0.0,0.0,0.532,2.096,43562
103,BAUGE,2023,0.263,0.064,0.044,0.0,0.371,0.003,29446221
104,BAUGE,2024,0.099,0.021,0.016,0.0,0.136,0.0,29446221
105,BLANE,2007,0.049,0.0,0.002,0.0,0.051,0.0,3437650
106,BLANE,2008,0.139,0.0,0.006,0.0,0.145,0.0,3437650
107,BLANE,2009,0.116,0.0,0.005,0.0,0.12,0.0,3437650
108,BLANE,2010,0.094,0.0,0.003,0.0,0.097,0.0,3437650
109,BLANE,2011,0.101,0.0,0.004,0.0,0.104,0.003,3437650
110,BLANE,2012,0.054,0.0,0.002,0.0,0.056,0.008,3437650
111,BLANE,2013,0.045,0.0,0.002,0.0,0.047,0.023,3437650
112,BLANE,2014,0.041,0.0,0.002,0.0,0.043,0.023,3437650
113,BLANE,2015,0.028,0.0,0.001,0.0,0.029,0.022,3437650
114,BLANE,2016,0.029,0.0,0.001,0.0,0.03,0.027,3437650
115,BLANE,2017,0.02,0.0,0.001,0.0,0.021,0.022,3437650
116,BLANE,2018,0.019,0.0,0.001,0.0,0.019,0.024,3437650
117,BLANE,2019,0.014,0.0,0.001,0.0,0.015,0.021,3437650
118,BLANE,2020,0.015,0.0,0.003,0.0,0.017,0.023,3437650
119,BLANE,2021,0.007,0.0,0.001,0.0,0.008,0.013,3437650
120,BLANE,2022,0.004,0.0,0.0,0.0,0.004,0.008,3437650
121,BLANE,2023,0.005,0.0,0.001,0.0,0.005,0.011,3437650
122,BLANE,2024,0.003,0.0,0.0,0.0,0.003,0.007,3437650
123,BRAGE,1993,1.044,0.025,0.031,0.0,1.1,0.0,43651
124,BRAGE,1994,5.352,0.192,0.174,0.0,5.718,0.0,43651
125,BRAGE,1995,6.252,0.223,0.152,0.0,6.627,0.0,43651
126,BRAGE,1996,6.398,0.341,0.209,0.0,6.947,0.0,43651
127,BRAGE,1997,5.869,0.23,0.146,0.0,6.245,0.0,43651
128,BRAGE,1998,5.541,0.281,0.195,0.0,6.017,0.0,43651
129,BRAGE,1999,3.798,0.158,0.111,0.0,4.067,0.0,43651
130,BRAGE,2000,2.633,0.149,0.115,0.0,2.897,5.023,43651
131,BRAGE,2001,2.229,0.167,0.158,0.0,2.554,6.186,43651
132,BRAGE,2002,2.143,0.115,0.109,0.0,2.366,5.733,43651
133,BRAGE,2003,1.878,0.098,0.081,0.0,2.058,6.974,43651
134,BRAGE,2004,1.581,0.089,0.068,0.0,1.738,8.402,43651
135,BRAGE,2005,1.481,0.124,0.086,0.0,1.691,8.796,43651
136,BRAGE,2006,1.113,0.133,0.084,0.0,1.33,8.941,43651
137,BRAGE,2007,1.195,0.174,0.107,0.0,1.476,8.835,43651
138,BRAGE,2008,1.597,0.259,0.17,0.0,2.026,8.158,43651
139,BRAGE,2009,1.676,0.13,0.096,0.0,1.902,7.401,43651
140,BRAGE,2010,1.546,0.126,0.087,0.0,1.759,7.951,43651
141,BRAGE,2011,1.133,0.13,0.088,0.0,1.35,8.295,43651
142,BRAGE,2012,0.788,0.111,0.073,0.0,0.972,8.466,43651
143,BRAGE,2013,0.594,0.069,0.043,0.0,0.706,9.174,43651
144,BRAGE,2014,0.52,0.114,0.069,0.0,0.703,11.797,43651
145,BRAGE,2015,0.659,0.161,0.092,0.0,0.912,13.33,43651
146,BRAGE,2016,0.717,0.14,0.081,0.0,0.937,11.478,43651
147,BRAGE,2017,0.51,0.0,0.0,0.0,0.51,10.964,43651
148,BRAGE,2018,0.475,0.047,0.026,0.0,0.548,13.604,43651
149,BRAGE,2019,0.518,0.068,0.039,0.0,0.625,16.56,43651
150,BRAGE,2020,0.453,0.131,0.067,0.0,0.651,12.349,43651
151,BRAGE,2021,0.379,0.081,0.039,0.0,0.5,14.561,43651
152,BRAGE,2022,0.349,0.048,0.017,0.0,0.414,14.259,43651
153,BRAGE,2023,0.581,0.157,0.054,0.0,0.791,13.702,43651
154,BRAGE,2024,0.272,0.101,0.035,0.0,0.408,3.649,43651
155,BREIDABLIKK,2023,0.092,0.0,0.0,0.0,0.092,0.0,38702206
156,BREIDABLIKK,2024,1.125,0.0,0.0,0.0,1.125,0.004,38702206
157,BRYNHILD,2014,0.008,0.0,0.0,0.0,0.008,0.0,21123063
158,BRYNHILD,2015,0.255,0.0,0.0,0.0,0.255,0.062,21123063
159,BRYNHILD,2016,0.16,0.0,0.0,0.0,0.16,0.055,21123063
160,BRYNHILD,2017,0.069,0.0,0.0,0.0,0.069,0.04,21123063
161,BRYNHILD,2018,-0.001,0.0,0.0,0.0,-0.001,0.001,21123063
162,BYRDING,2017,0.131,0.0,0.0,0.0,0.131,0.002,28975067
163,BYRDING,2018,0.209,0.0,0.0,0.0,0.209,0.063,28975067
164,BYRDING,2019,0.181,0.0,0.0,0.0,0.181,0.17,28975067
165,BYRDING,2020,0.134,0.0,0.0,0.0,0.134,0.188,28975067
166,BYRDING,2021,0.112,0.0,0.0,0.0,0.112,0.198,28975067
167,BYRDING,2022,0.053,0.0,0.0,0.0,0.053,0.114,28975067
168,BYRDING,2023,0.012,0.0,0.0,0.0,0.012,0.0,28975067
169,BYRDING,2024,0.003,0.0,0.0,0.0,0.003,0.0,28975067
170,BØYLA,2015,0.761,0.071,0.0,0.0,0.833,0.031,22492497
171,BØYLA,2016,0.625,0.058,0.0,0.0,0.682,0.147,22492497
172,BØYLA,2017,0.366,0.039,0.0,0.0,0.405,0.248,22492497
173,BØYLA,2018,0.235,0.029,0.0,0.0,0.265,0.345,22492497
174,BØYLA,2019,0.334,0.027,0.0,0.0,0.36,0.213,22492497
175,BØYLA,2020,0.482,0.028,0.0,0.0,0.51,0.131,22492497
176,BØYLA,2021,0.151,0.012,0.0,0.0,0.163,0.275,22492497
177,BØYLA,2022,0.132,0.018,0.0,0.0,0.15,0.216,22492497
178,BØYLA,2023,0.383,0.022,0.0,0.0,0.405,0.174,22492497
179,BØYLA,2024,0.129,0.01,0.0,0.0,0.138,0.141,22492497
180,COD,1977,0.002,0.004,0.0,0.0,0.006,0.0,43785
181,COD,1978,0.068,0.138,0.0,0.0,0.205,0.0,43785
182,COD,1979,0.285,0.482,0.035,0.0,0.802,0.0,43785
183,COD,1980,0.465,0.843,0.107,0.0,1.415,0.0,43785
184,COD,1981,0.342,0.691,0.089,0.0,1.122,0.0,43785
185,COD,1982,0.322,0.758,0.105,0.0,1.185,0.0,43785
186,COD,1983,0.283,0.73,0.125,0.0,1.139,0.0,43785
187,COD,1984,0.191,0.529,0.087,0.0,0.807,0.0,43785
188,COD,1985,0.153,0.455,0.083,0.0,0.691,0.0,43785
189,COD,1986,0.126,0.405,0.068,0.0,0.599,0.0,43785
190,COD,1987,0.081,0.281,0.049,0.0,0.411,0.0,43785
191,COD,1988,0.1,0.354,0.068,0.0,0.521,0.0,43785
192,COD,1989,0.071,0.255,0.046,0.0,0.372,0.0,43785
193,COD,1990,0.057,0.194,0.035,0.0,0.287,0.0,43785
194,COD,1991,0.051,0.173,0.025,0.0,0.25,0.0,43785
195,COD,1992,0.049,0.171,0.023,0.0,0.243,0.0,43785
196,COD,1993,0.046,0.157,0.021,0.0,0.224,0.0,43785
197,COD,1994,0.046,0.155,0.021,0.0,0.223,0.0,43785
198,COD,1995,0.047,0.164,0.022,0.0,0.233,0.0,43785
199,COD,1996,0.042,0.148,0.019,0.0,0.209,0.0,43785
200,COD,1997,0.033,0.117,0.017,0.0,0.167,0.0,43785
201,COD,1998,0.018,0.075,0.011,0.0,0.104,0.0,43785
202,DRAUGEN,1993,0.123,0.0,0.0,0.0,0.123,0.0,43758
203,DRAUGEN,1994,3.887,0.0,0.0,0.0,3.887,0.065,43758
204,DRAUGEN,1995,6.971,0.0,0.0,0.0,6.971,0.0,43758
205,DRAUGEN,1996,8.444,0.0,0.0,0.0,8.444,0.0,43758
206,DRAUGEN,1997,10.452,0.0,0.0,0.0,10.452,0.001,43758
207,DRAUGEN,1998,11.194,0.0,0.0,0.0,11.194,0.183,43758
208,DRAUGEN,1999,12.139,0.0,0.0,0.0,12.139,0.196,43758
209,DRAUGEN,2000,11.744,0.02,0.034,0.0,11.799,0.238,43758
210,DRAUGEN,2001,11.859,0.274,0.734,0.0,12.866,0.249,43758
211,DRAUGEN,2002,11.067,0.239,0.642,0.0,11.948,0.828,43758
212,DRAUGEN,2003,7.434,0.166,0.495,0.0,8.095,2.151,43758
213,DRAUGEN,2004,7.807,0.197,0.556,0.0,8.561,4.758,43758
214,DRAUGEN,2005,6.018,0.162,0.448,0.0,6.629,5.967,43758
215,DRAUGEN,2006,4.549,0.119,0.333,0.0,5.002,5.461,43758
216,DRAUGEN,2007,4.124,0.099,0.282,0.0,4.504,6.476,43758
217,DRAUGEN,2008,4.04,0.092,0.273,0.0,4.405,6.897,43758
218,DRAUGEN,2009,3.398,0.075,0.237,0.0,3.711,8.018,43758
219,DRAUGEN,2010,2.409,0.046,0.15,0.0,2.605,7.527,43758
220,DRAUGEN,2011,2.173,0.042,0.142,0.0,2.357,8.311,43758
221,DRAUGEN,2012,2.024,0.038,0.132,0.0,2.194,9.564,43758
222,DRAUGEN,2013,1.469,0.026,0.09,0.0,1.585,8.15,43758
223,DRAUGEN,2014,1.805,0.03,0.111,0.0,1.946,9.272,43758
224,DRAUGEN,2015,1.721,0.023,0.099,0.0,1.843,10.769,43758
225,DRAUGEN,2016,1.277,0.014,0.065,0.0,1.356,9.303,43758
226,DRAUGEN,2017,1.339,0.012,0.066,0.0,1.416,10.794,43758
227,DRAUGEN,2018,1.16,0.008,0.05,0.0,1.218,9.859,43758
228,DRAUGEN,2019,1.13,0.005,0.047,0.0,1.182,11.521,43758
229,DRAUGEN,2020,0.986,0.004,0.025,0.0,1.014,11.436,43758
230,DRAUGEN,2021,0.922,0.0,0.0,0.0,0.922,11.643,43758
231,DRAUGEN,2022,0.881,0.0,0.0,0.0,0.881,11.372,43758
232,DRAUGEN,2023,0.782,0.052,0.039,0.0,0.873,11.051,43758
233,DRAUGEN,2024,0.292,0.07,0.045,0.0,0.406,4.241,43758
234,DUVA,2021,0.511,0.0,0.0,0.0,0.511,0.0,34833026
235,DUVA,2022,1.073,0.338,0.031,0.0,1.442,0.038,34833026
236,DUVA,2023,0.919,0.699,0.052,0.0,1.67,0.332,34833026
237,DUVA,2024,0.237,0.293,0.058,0.0,0.588,0.18,34833026
238,DVALIN,2020,0.0,0.001,0.0,0.0,0.001,0.0,29393934
239,DVALIN,2021,0.0,0.003,0.0,0.0,0.003,0.0,29393934
240,DVALIN,2023,0.029,0.812,0.0,0.011,0.852,0.0,29393934
241,DVALIN,2024,0.025,0.845,0.0,0.01,0.879,0.0,29393934
242,EDDA,1979,0.049,0.01,0.002,0.0,0.061,0.0,43541
243,EDDA,1980,1.26,0.42,0.085,0.0,1.765,0.0,43541
244,EDDA,1981,0.718,0.409,0.071,0.0,1.198,0.0,43541
245,EDDA,1982,0.424,0.297,0.055,0.0,0.775,0.0,43541
246,EDDA,1983,0.291,0.201,0.045,0.0,0.536,0.0,43541
247,EDDA,1984,0.232,0.133,0.029,0.0,0.394,0.0,43541
248,EDDA,1985,0.192,0.09,0.023,0.0,0.305,0.0,43541
249,EDDA,1986,0.139,0.052,0.013,0.0,0.204,0.0,43541
250,EDDA,1987,0.05,0.015,0.004,0.0,0.069,0.0,43541
251,EDDA,1988,0.079,0.018,0.006,0.0,0.104,0.0,43541
252,EDDA,1989,0.171,0.044,0.014,0.0,0.23,0.0,43541
253,EDDA,1990,0.179,0.049,0.015,0.0,0.243,0.0,43541
254,EDDA,1991,0.144,0.037,0.01,0.0,0.191,0.0,43541
255,EDDA,1992,0.169,0.042,0.01,0.0,0.221,0.0,43541
256,EDDA,1993,0.136,0.033,0.008,0.0,0.177,0.0,43541
257,EDDA,1994,0.137,0.031,0.007,0.0,0.176,0.0,43541
258,EDDA,1995,0.146,0.031,0.007,0.0,0.184,0.0,43541
259,EDDA,1996,0.138,0.031,0.006,0.0,0.176,0.0,43541
260,EDDA,1997,0.104,0.02,0.005,0.0,0.129,0.0,43541
261,EDDA,1998,0.06,0.013,0.003,0.0,0.075,0.0,43541
262,EDVARD GRIEG,2015,0.151,0.008,0.001,0.0,0.161,0.0,21675433
263,EDVARD GRIEG,2016,3.902,0.324,0.133,0.0,4.36,0.024,21675433
264,EDVARD GRIEG,2017,5.413,0.495,0.276,0.0,6.185,0.07,21675433
265,EDVARD GRIEG,2018,5.103,0.461,0.277,0.0,5.84,0.102,21675433
266,EDVARD GRIEG,2019,4.998,0.499,0.249,0.0,5.746,0.151,21675433
267,EDVARD GRIEG,2020,5.06,0.449,0.249,0.0,5.758,0.301,21675433
268,EDVARD GRIEG,2021,5.688,0.491,0.281,0.0,6.461,0.913,21675433
269,EDVARD GRIEG,2022,5.146,0.472,0.281,0.0,5.899,1.797,21675433
270,EDVARD GRIEG,2023,4.14,0.425,0.254,0.0,4.819,3.042,21675433
271,EDVARD GRIEG,2024,0.936,0.095,0.051,0.0,1.082,1.413,21675433
272,EKOFISK,1971,0.357,0.0,0.0,0.0,0.357,0.0,43506
273,EKOFISK,1972,1.927,0.0,0.0,0.0,1.927,0.0,43506
274,EKOFISK,1973,1.87,0.0,0.0,0.0,1.87,0.0,43506
275,EKOFISK,1974,2.014,0.0,0.0,0.0,2.014,0.0,43506
276,EKOFISK,1975,10.995,0.0,0.0,0.0,10.995,0.0,43506
277,EKOFISK,1976,16.227,0.0,0.0,0.0,16.227,0.0,43506
278,EKOFISK,1977,15.888,1.441,0.0,0.0,17.33,0.0,43506
279,EKOFISK,1978,15.522,4.931,0.0,0.0,20.453,0.0,43506
280,EKOFISK,1979,12.978,5.759,0.577,0.0,19.314,0.0,43506
281,EKOFISK,1980,10.999,6.455,1.118,0.0,18.572,0.0,43506
282,EKOFISK,1981,8.986,6.497,1.042,0.0,16.525,0.0,43506
283,EKOFISK,1982,8.127,6.343,1.093,0.0,15.564,0.0,43506
284,EKOFISK,1983,8.109,5.923,1.277,0.0,15.309,0.0,43506
285,EKOFISK,1984,7.419,6.595,1.2,0.0,15.214,0.0,43506
286,EKOFISK,1985,6.234,5.811,1.193,0.0,13.238,0.0,43506
287,EKOFISK,1986,4.697,2.653,0.917,0.0,8.267,0.0,43506
288,EKOFISK,1987,3.997,3.879,0.738,0.0,8.613,0.0,43506
289,EKOFISK,1988,5.363,3.776,1.093,0.0,10.231,0.0,43506
290,EKOFISK,1989,6.638,5.042,1.146,0.0,12.827,0.0,43506
291,EKOFISK,1990,7.495,5.218,1.082,0.0,13.796,0.0,43506
292,EKOFISK,1991,8.601,4.839,1.058,0.0,14.498,0.0,43506
293,EKOFISK,1992,8.996,5.864,0.965,0.0,15.825,0.0,43506
294,EKOFISK,1993,8.767,4.669,0.857,0.0,14.293,0.0,43506
295,EKOFISK,1994,10.101,4.748,0.845,0.0,15.694,0.0,43506
296,EKOFISK,1995,12.827,5.176,0.919,0.0,18.923,0.0,43506
297,EKOFISK,1996,13.446,5.243,0.895,0.0,19.584,0.0,43506
298,EKOFISK,1997,14.272,4.993,0.819,0.0,20.084,0.0,43506
299,EKOFISK,1998,14.534,3.624,0.626,0.0,18.784,0.0,43506
300,EKOFISK,1999,14.274,2.785,0.484,0.0,17.543,0.0,43506
301,EKOFISK,2000,16.669,3.015,0.549,0.0,20.232,3.823,43506
302,EKOFISK,2001,16.565,2.878,0.523,0.0,19.965,4.549,43506
303,EKOFISK,2002,17.233,2.743,0.605,0.0,20.581,5.545,43506
304,EKOFISK,2003,17.173,2.689,0.623,0.0,20.484,6.204,43506
305,EKOFISK,2004,16.521,2.579,0.622,0.0,19.722,6.802,43506
306,EKOFISK,2005,15.818,2.531,0.613,0.0,18.962,7.559,43506
307,EKOFISK,2006,15.79,2.638,0.635,0.0,19.063,8.163,43506
308,EKOFISK,2007,13.183,2.286,0.524,0.0,15.992,8.227,43506
309,EKOFISK,2008,12.189,2.156,0.528,0.0,14.873,8.997,43506
310,EKOFISK,2009,11.247,1.903,0.456,0.0,13.606,10.627,43506
311,EKOFISK,2010,9.388,1.589,0.371,0.0,11.348,11.421,43506
312,EKOFISK,2011,8.411,1.297,0.293,0.0,10.002,12.962,43506
313,EKOFISK,2012,7.575,1.103,0.271,0.0,8.948,13.568,43506
314,EKOFISK,2013,6.392,0.829,0.198,0.0,7.419,11.225,43506
315,EKOFISK,2014,6.786,0.965,0.218,0.0,7.969,12.29,43506
316,EKOFISK,2015,6.479,0.979,0.199,0.0,7.657,12.442,43506
317,EKOFISK,2016,6.125,0.886,0.176,0.0,7.187,12.358,43506
318,EKOFISK,2017,6.298,0.934,0.19,0.0,7.422,13.979,43506
319,EKOFISK,2018,5.82,0.865,0.19,0.0,6.875,13.786,43506
320,EKOFISK,2019,5.598,0.859,0.189,0.0,6.647,12.738,43506
321,EKOFISK,2020,5.079,0.738,0.238,0.0,6.055,14.076,43506
322,EKOFISK,2021,4.724,0.657,0.187,0.0,5.567,13.752,43506
323,EKOFISK,2022,4.135,0.579,0.163,0.0,4.877,11.626,43506
324,EKOFISK,2023,3.916,0.552,0.145,0.0,4.613,14.317,43506
325,EKOFISK,2024,1.172,0.142,0.038,0.0,1.352,4.46,43506
326,ELDFISK,1979,1.712,0.413,0.073,0.0,2.197,0.0,43527
327,ELDFISK,1980,5.875,1.496,0.295,0.0,7.666,0.0,43527
328,ELDFISK,1981,4.933,1.511,0.281,0.0,6.725,0.0,43527
329,ELDFISK,1982,4.115,1.385,0.279,0.0,5.778,0.0,43527
330,ELDFISK,1983,3.715,1.44,0.329,0.0,5.483,0.0,43527
331,ELDFISK,1984,3.38,1.389,0.296,0.0,5.065,0.0,43527
332,ELDFISK,1985,3.378,1.394,0.33,0.0,5.102,0.0,43527
333,ELDFISK,1986,3.358,1.443,0.306,0.0,5.107,0.0,43527
334,ELDFISK,1987,3.145,1.359,0.294,0.0,4.798,0.0,43527
335,ELDFISK,1988,3.822,2.247,0.511,0.0,6.579,0.0,43527
336,ELDFISK,1989,4.205,1.567,0.559,0.0,6.331,0.0,43527
337,ELDFISK,1990,3.681,1.31,0.481,0.0,5.472,0.0,43527
338,ELDFISK,1991,2.98,1.982,0.329,0.0,5.291,0.0,43527
339,ELDFISK,1992,2.785,1.842,0.271,0.0,4.897,0.0,43527
340,ELDFISK,1993,2.451,1.712,0.251,0.0,4.413,0.0,43527
341,ELDFISK,1994,2.23,1.549,0.229,0.0,4.008,0.0,43527
342,ELDFISK,1995,2.692,1.995,0.292,0.0,4.979,0.0,43527
343,ELDFISK,1996,2.334,1.67,0.243,0.0,4.247,0.0,43527
344,ELDFISK,1997,2.353,1.703,0.26,0.0,4.316,0.0,43527
345,ELDFISK,1998,1.517,1.068,0.169,0.0,2.754,0.0,43527
346,ELDFISK,1999,1.164,0.557,0.101,0.0,1.822,0.0,43527
347,ELDFISK,2000,1.273,0.664,0.117,0.0,2.054,0.148,43527
348,ELDFISK,2001,1.996,0.749,0.145,0.0,2.891,0.221,43527
349,ELDFISK,2002,2.392,0.926,0.163,0.0,3.482,0.504,43527
350,ELDFISK,2003,2.419,0.742,0.142,0.0,3.302,0.744,43527
351,ELDFISK,2004,3.163,0.885,0.185,0.0,4.233,0.884,43527
